"Group" "Actor" "Partner" "Dyad" "Wert"
14 158 162 873 1.84547384358181
14 158 163 874 3.10374258594543
14 158 164 875 2.21344858481948
14 158 165 876 1.31100980883009
14 158 166 877 1.0663313228888
14 158 167 878 3.17873129534594
14 158 168 879 2.88285075358984
14 159 160 880 2.86237263737977
14 159 161 881 3.60902487280692
14 159 162 882 3.36958991057102
14 159 163 883 3.37877079263709
14 159 164 884 2.0978033197081
14 159 165 885 2.30151238455908
14 159 166 886 2.09547760584467
14 159 167 887 2.50816368407091
14 159 168 888 3.39960886406364
14 160 161 889 3.26483387614737
14 160 162 890 2.81683347159144
14 160 163 891 2.81891867838274
14 160 164 892 4.10099162487811
14 160 165 893 2.11572017444581
14 160 166 894 3.26530169016849
14 160 167 895 4.04206789084685
14 160 168 896 4.29369452159245
14 161 162 897 2.74884672140189
14 161 163 898 2.3433767836655
14 161 164 899 2.67296799620433
14 161 165 900 1.76383050854463
14 161 166 901 2.07630412762924
14 161 167 902 0.968556256925991
14 161 168 903 3.22406894054781
14 162 163 904 3.79958185698979
14 162 164 905 1.94788330028465
14 162 165 906 2.2186069992134
14 162 166 907 0.501504673570551
14 162 167 908 2.47504201128926
14 162 168 909 2.97864007239887
14 163 164 910 2.64511467769982
14 163 165 911 1.80906632259245
14 163 166 912 2.01978433319562
14 163 167 913 3.60953265403633
14 163 168 914 3.20566567821471
14 164 165 915 2.14571795003268
14 164 166 916 1.07589103408587
14 164 167 917 3.30736299303241
14 164 168 918 2.64934975857367
14 165 166 919 2.11913791886613
14 165 167 920 4.24621970279932
14 165 168 921 4.00891464410387
14 166 167 922 2.15345816320318
14 166 168 923 3.08838341905578
14 167 168 924 3.9336741104838
15 169 170 925 2.31829403777584
15 169 171 926 3.35366077339029
15 169 172 927 3.66337653952356
15 169 173 928 2.08083031398626
15 169 174 929 1.86090065136318
15 169 175 930 4.02262427338253
15 169 176 931 1.51777601346989
15 169 177 932 4.27323203246589
15 169 178 933 3.69992231645926
15 169 179 934 4.12468826188132
15 169 180 935 3.64368533181197
15 170 171 936 0.738275437149463
15 170 172 937 1.44562354001277
15 170 173 938 1.47331822868473
15 170 174 939 1.19242859764749
15 170 175 940 3.13742876005987
15 170 176 941 0.86332170982663
15 170 177 942 3.03291072371607
15 170 178 943 2.81331782618957
15 170 179 944 2.38002207331937
15 170 180 945 1.66277135913378
15 171 172 946 3.60125095646271
15 171 173 947 1.78022452796284
15 171 174 948 1.59174656905619
15 171 175 949 3.49059104637907
15 171 176 950 2.00173544444873
15 171 177 951 2.90232528002139
15 171 178 952 2.92550331921479
15 171 179 953 3.93241850919388
15 171 180 954 3.49210001744998
15 172 173 955 2.85973341243316
15 172 174 956 2.04901020159245
15 172 175 957 5.74449591321328
15 172 176 958 1.95390037584935
15 172 177 959 3.74321198293995
15 172 178 960 3.34962469069417
15 172 179 961 3.10174336776986
15 172 180 962 4.06215649264387
15 173 174 963 0.40640709908122
15 173 175 964 2.21398994467968
15 173 176 965 1.37607974368425
15 173 177 966 2.88329149957462
15 173 178 967 3.05897612888643
15 173 179 968 1.55808942185353
15 173 180 969 1.41682679764416
15 174 175 970 3.5559615669821
15 174 176 971 1.55215567647144
15 174 177 972 3.90360475253317
15 174 178 973 2.67618834214634
15 174 179 974 2.85095271100079
15 174 180 975 2.35267066177339
15 175 176 976 1.59116116435265
15 175 177 977 3.00927680767259
15 175 178 978 2.50426416349833
15 175 179 979 3.77994338034384
15 175 180 980 3.24223122058962
15 176 177 981 2.91890204410149
15 176 178 982 2.67210012630115
15 176 179 983 3.83454054686363
15 176 180 984 2.31433773207945
15 177 178 985 4.38776091967603
15 177 179 986 3.72139159408533
15 177 180 987 3.43023391910644
15 178 179 988 3.73053150624557
15 178 180 989 3.80173786063986
15 179 180 990 3.17370517485219
16 181 182 991 4.46668891370915
16 181 183 992 1.67353775630517
16 181 184 993 3.77484402405232
16 181 185 994 4.8796085640639
16 181 186 995 3.41922646383778
16 181 187 996 4.19025318022115
16 181 188 997 1.68953099754202
16 181 189 998 2.35089440471987
16 181 190 999 4.21468698973845
16 181 191 1000 4.41005621582675
16 181 192 1001 3.77375183717607
16 182 183 1002 4.56451318558834
16 182 184 1003 4.67731211259282
16 182 185 1004 4.5910635228974
16 182 186 1005 4.82395911224213
16 182 187 1006 2.87453600973924
16 182 188 1007 4.33002729936935
16 182 189 1008 2.8712825769577
16 182 190 1009 5.18286090213874
16 182 191 1010 5.97617581373715
16 182 192 1011 4.41996042923582
16 183 184 1012 2.99043982079159
16 183 185 1013 5.18714775537204
16 183 186 1014 3.64478775092973
16 183 187 1015 3.03106850109316
16 183 188 1016 2.67058300791347
16 183 189 1017 3.73297305236714
16 183 190 1018 4.15567094766464
16 183 191 1019 3.75460179870731
16 183 192 1020 3.01884049300655
16 184 185 1021 4.52965182574048
16 184 186 1022 2.73678787178033
16 184 187 1023 2.83082317159522
16 184 188 1024 2.80787487182308
16 184 189 1025 1.13157857729549
16 184 190 1026 4.06373929210687
16 184 191 1027 5.06634596772656
16 184 192 1028 2.60900226181137
16 185 186 1029 2.50762498234023
16 185 187 1030 3.00689660082872
16 185 188 1031 3.42235385061886
16 185 189 1032 2.45156120482171
16 185 190 1033 3.05373621106309
16 185 191 1034 3.18363677631586
16 185 192 1035 3.27067824585358
16 186 187 1036 3.14601328674789
16 186 188 1037 2.99956380538763
16 186 189 1038 1.81196429729948
16 186 190 1039 2.97654035001144
16 186 191 1040 3.60134981866806
16 186 192 1041 3.36649434598514
16 187 188 1042 3.82319568314417
16 187 189 1043 4.15961251964089
16 187 190 1044 3.51787984586613
16 187 191 1045 3.83445001043448
16 187 192 1046 4.69655947053874
16 188 189 1047 3.46140137849275
16 188 190 1048 3.88994535735629
16 188 191 1049 4.42719192080708
16 188 192 1050 3.72951235233922
16 189 190 1051 3.91500476113774
16 189 191 1052 4.55218963677956
16 189 192 1053 3.26875279524494
16 190 191 1054 5.27909261267904
16 190 192 1055 3.61816329898204
16 191 192 1056 3.36244197459418
17 193 194 1057 3.52435500755993
17 193 195 1058 1.78662311942026
17 193 196 1059 4.13889116620634
17 193 197 1060 3.13370413377646
17 193 198 1061 4.02718131070816
17 193 199 1062 2.45820837734249
17 193 200 1063 2.93139259464379
17 193 201 1064 2.36219515502718
17 193 202 1065 1.90975244533675
17 193 203 1066 4.02517595347574
17 193 204 1067 2.65707595800034
17 194 195 1068 3.48736684551798
17 194 196 1069 4.03418175437409
17 194 197 1070 4.07434946794313
17 194 198 1071 4.30639349681743
17 194 199 1072 3.50655532031946
17 194 200 1073 3.29889638679088
17 194 201 1074 3.42619317461087
17 194 202 1075 3.26411738932523
17 194 203 1076 5.13282952766798
17 194 204 1077 3.87700367297725
17 195 196 1078 2.98758820137392
17 195 197 1079 4.20603502897125
17 195 198 1080 2.92227467802067
17 195 199 1081 2.74635938588198
17 195 200 1082 1.76891275603686
17 195 201 1083 1.45584747300621
17 195 202 1084 2.84834051947638
17 195 203 1085 2.73262058981752
17 195 204 1086 2.41198676551516
17 196 197 1087 4.18511175263959
17 196 198 1088 3.43791324466686
17 196 199 1089 2.76490827555032
17 196 200 1090 3.87629837850796
17 196 201 1091 3.0744031585404
17 196 202 1092 2.96962164497258
17 196 203 1093 4.280236817084
17 196 204 1094 3.85147470885878
17 197 198 1095 2.1696024207448
17 197 199 1096 2.47086845668462
17 197 200 1097 3.17343600481866
17 197 201 1098 0.899513046872563
17 197 202 1099 1.91235151190175
17 197 203 1100 1.18192148986284
17 197 204 1101 1.35426527687578
17 198 199 1102 2.36208552560557
17 198 200 1103 2.97476764702423
17 198 201 1104 2.0113903139892
17 198 202 1105 2.20023733843119
17 198 203 1106 2.93452814835687
17 198 204 1107 4.19111035750581
17 199 200 1108 4.28807421933716
17 199 201 1109 1.43214354862683
17 199 202 1110 3.64181603381748
17 199 203 1111 3.79534142076114
17 199 204 1112 4.14547803765662
17 200 201 1113 0.646885323382089
17 200 202 1114 2.93743070413218
17 200 203 1115 2.30502172103776
17 200 204 1116 3.02868396939714
17 201 202 1117 3.2455154756633
17 201 203 1118 2.96164359589025
17 201 204 1119 3.20727877898761
17 202 203 1120 3.07641378110098
17 202 204 1121 4.18591128527375
17 203 204 1122 4.14075371724741
18 205 206 1123 3.90724551779905
18 205 207 1124 3.77836474587378
18 205 208 1125 3.35561311853174
18 205 209 1126 2.4840333060309
18 205 210 1127 3.56627036472031
18 205 211 1128 3.67671938538289
18 205 212 1129 2.37322139941284
18 205 213 1130 2.73296021470699
18 205 214 1131 3.15677618712188
18 205 215 1132 1.99338549953987
18 205 216 1133 2.5650959411126
18 206 207 1134 1.8371056085018
18 206 208 1135 1.00647781752463
18 206 209 1136 0.564461338204062
18 206 210 1137 2.0462473401305
18 206 211 1138 2.24734774459316
18 206 212 1139 0.730514181194425
18 206 213 1140 2.38486510243317
18 206 214 1141 2.42905586028697
18 206 215 1142 0.898660967532741
18 206 216 1143 1.7152867330699
18 207 208 1144 2.12545428177601
18 207 209 1145 1.26319462914079
18 207 210 1146 3.83969679304488
18 207 211 1147 2.6525635404677
18 207 212 1148 1.96483242770984
18 207 213 1149 1.99341404759133
18 207 214 1150 2.79107258195419
18 207 215 1151 2.57659220394665
18 207 216 1152 3.47676952669932
18 208 209 1153 2.83095509242041
18 208 210 1154 4.59285898805315
18 208 211 1155 4.3086236826846
18 208 212 1156 3.61231690383355
18 208 213 1157 4.22360705705776
18 208 214 1158 3.00900738141798
18 208 215 1159 2.70543126432851
18 208 216 1160 3.09769465702008
18 209 210 1161 3.77281496489204
18 209 211 1162 2.83248372763834
18 209 212 1163 2.87807429101103
18 209 213 1164 2.9110701833859
18 209 214 1165 2.86660004344788
18 209 215 1166 0.946464332681466
18 209 216 1167 2.93447752246333
18 210 211 1168 3.57340982354333
18 210 212 1169 3.62570572755372
18 210 213 1170 3.81471717723106
18 210 214 1171 4.36396822878885
18 210 215 1172 2.8549802253102
18 210 216 1173 3.57371858170847
18 211 212 1174 3.77711601278641
18 211 213 1175 4.04035701050616
18 211 214 1176 3.76593018244823
18 211 215 1177 3.77390478860203
18 211 216 1178 3.12092646018388
18 212 213 1179 2.89995703288729
18 212 214 1180 2.30000187802211
18 212 215 1181 1.82056077653067
18 212 216 1182 3.79123633289583
18 213 214 1183 2.43136659617826
18 213 215 1184 2.65118977698136
18 213 216 1185 3.34267914678195
18 214 215 1186 1.24539518868583
18 214 216 1187 3.05660653948834
18 215 216 1188 2.19642634755706
19 217 218 1189 2.99947413273586
19 217 219 1190 5.24059711546814
19 217 220 1191 3.361923165284
19 217 221 1192 4.63938820844083
19 217 222 1193 4.92112701886674
19 217 223 1194 2.7860571397097
19 217 224 1195 2.7386991126678
19 217 225 1196 0.945377422579828
19 217 226 1197 3.92514821873584
19 217 227 1198 3.51867213495659
19 217 228 1199 3.06204124201388
19 218 219 1200 2.79468685724448
19 218 220 1201 2.70585891382441
19 218 221 1202 3.0354949017302
19 218 222 1203 4.5035306536839
19 218 223 1204 3.79726586187623
19 218 224 1205 3.45225202794314
19 218 225 1206 1.96636588392142
19 218 226 1207 2.89092262121385
19 218 227 1208 3.09337370727443
19 218 228 1209 3.47995395600085
19 219 220 1210 3.53270413081469
19 219 221 1211 4.94012839460878
19 219 222 1212 3.93540623476063
19 219 223 1213 5.29200975785451
19 219 224 1214 2.97289630045686
19 219 225 1215 2.12301322838501
19 219 226 1216 3.63056505223881
19 219 227 1217 5.71276733069339
19 219 228 1218 3.65894655066536
19 220 221 1219 4.6831844014623
19 220 222 1220 4.70993015115326
19 220 223 1221 4.00760407950779
19 220 224 1222 3.56781142433852
19 220 225 1223 1.40931535731107
19 220 226 1224 2.57107615989815
19 220 227 1225 3.26462404156027
19 220 228 1226 3.34954820507761
19 221 222 1227 4.41350318000265
19 221 223 1228 3.86357660907581
19 221 224 1229 3.42936135452601
19 221 225 1230 1.79275175992227
19 221 226 1231 3.21271062173017
19 221 227 1232 3.95181143762407
19 221 228 1233 3.24686471698343
19 222 223 1234 2.99927111359109
19 222 224 1235 3.53764803900054
19 222 225 1236 2.14642654341103
19 222 226 1237 3.72803998697049
19 222 227 1238 3.82913158031918
19 222 228 1239 2.52596095658487
19 223 224 1240 3.30361907210613
19 223 225 1241 2.73221987054809
19 223 226 1242 3.73281674776377
19 223 227 1243 3.07612853707259
19 223 228 1244 3.26955268227432
19 224 225 1245 2.55019565535375
19 224 226 1246 3.34797859173526
19 224 227 1247 4.05850941687544
19 224 228 1248 4.31033026510771
19 225 226 1249 3.06196839040147
19 225 227 1250 5.10225365379642
19 225 228 1251 3.72495627196936
19 226 227 1252 3.68784133384333
19 226 228 1253 3.86447154880704
19 227 228 1254 2.95929802062973
20 229 230 1255 3.0055426605536
20 229 231 1256 3.22725765173878
20 229 232 1257 4.27018944178365
20 229 233 1258 3.10377363532644
20 229 234 1259 2.78546626803434
20 229 235 1260 4.45962381877649
20 229 236 1261 2.27020701893233
20 229 237 1262 3.82734787032032
20 229 238 1263 1.91185431181958
20 229 239 1264 4.73570338557845
20 229 240 1265 2.69489866162507
20 230 231 1266 2.18160277094054
20 230 232 1267 3.7520584224297
20 230 233 1268 5.03546987472922
20 230 234 1269 3.54691294664393
20 230 235 1270 2.23077278088507
20 230 236 1271 3.03033041165009
20 230 237 1272 3.83303648208981
20 230 238 1273 3.56907409076492
20 230 239 1274 4.54037216390266
20 230 240 1275 3.28442275888155
20 231 232 1276 4.83900638846469
20 231 233 1277 3.68330441634094
20 231 234 1278 3.19005948683919
20 231 235 1279 4.30508676040338
20 231 236 1280 4.59331290313995
20 231 237 1281 3.96697861518868
20 231 238 1282 3.83078285728185
20 231 239 1283 5.04019157695077
20 231 240 1284 4.32620191509323
20 232 233 1285 3.10774030531708
20 232 234 1286 2.43177111373588
20 232 235 1287 3.64106925183544
20 232 236 1288 3.31961387211472
20 232 237 1289 2.52915805036873
20 232 238 1290 1.94937923970698
20 232 239 1291 4.34301267704235
20 232 240 1292 2.88631139475107
20 233 234 1293 5.15257822549108
20 233 235 1294 4.28297826437631
20 233 236 1295 3.39360494021388
20 233 237 1296 4.05665077461275
20 233 238 1297 3.28624934149088
20 233 239 1298 6.18812536917451
20 233 240 1299 5.31609290924731
20 234 235 1300 3.26644383742903
20 234 236 1301 2.43031630604817
20 234 237 1302 2.14779031635891
20 234 238 1303 1.70587424673182
20 234 239 1304 4.37179730046921
20 234 240 1305 3.90544587265185
20 235 236 1306 3.53852633259336
20 235 237 1307 3.68688197468761
20 235 238 1308 2.36286031157794
20 235 239 1309 4.29431166008745
20 235 240 1310 3.99753486664467
20 236 237 1311 3.93901084855143
20 236 238 1312 2.47205537180219
20 236 239 1313 4.96827773422267
20 236 240 1314 2.08170570022871
20 237 238 1315 0.916480589100845
20 237 239 1316 4.00364258705109
20 237 240 1317 2.90466710194073
20 238 239 1318 4.9067566449867
20 238 240 1319 2.83847593460791
20 239 240 1320 3.83447413979824
1 2 1 1 3.08368446411431
1 3 1 2 2.91387087247817
1 4 1 3 0.745646850684743
1 5 1 4 3.16217033132116
1 6 1 5 3.1454595010638
1 7 1 6 3.71246837593855
1 8 1 7 1.81498735549256
1 9 1 8 2.61359424923825
1 10 1 9 2.80120056239994
1 11 1 10 2.04855344237866
1 12 1 11 3.39416026309782
1 3 2 12 2.48226768458266
1 4 2 13 0.0626291993667842
1 5 2 14 1.69503345310351
1 6 2 15 2.06509751007501
1 7 2 16 2.713558803457
1 8 2 17 1.15842451749934
1 9 2 18 2.69535862746227
1 10 2 19 2.02254028974279
1 11 2 20 1.67501023451774
1 12 2 21 2.36972889594251
1 4 3 22 2.68777855330041
1 5 3 23 3.64191959614955
1 6 3 24 3.6621394334046
1 7 3 25 2.42889748343384
1 8 3 26 2.22712347153933
1 9 3 27 2.83958379330922
1 10 3 28 2.11394260395533
1 11 3 29 2.89930316894893
1 12 3 30 3.60342389033223
1 5 4 31 2.82402014783274
1 6 4 32 3.36723371772192
1 7 4 33 2.92240188401735
1 8 4 34 1.7942589173683
1 9 4 35 2.76296440293425
1 10 4 36 2.15458440146446
1 11 4 37 2.56716976806895
1 12 4 38 2.51281503387232
1 6 5 39 3.55642351447914
1 7 5 40 3.39919930458126
1 8 5 41 3.4532144438223
1 9 5 42 3.99511344443714
1 10 5 43 2.8036115625514
1 11 5 44 3.44410180043764
1 12 5 45 2.56829278624166
1 7 6 46 2.56634479390606
1 8 6 47 1.67237058376142
1 9 6 48 2.72246570318055
1 10 6 49 3.15336303660187
1 11 6 50 2.56837164424029
1 12 6 51 3.46137332901455
1 8 7 52 2.4427367106531
1 9 7 53 2.1856161580405
1 10 7 54 3.31591162294453
1 11 7 55 1.48846891671326
1 12 7 56 3.01789381378262
1 9 8 57 2.37255419975108
1 10 8 58 2.70592911482773
1 11 8 59 3.14641843573081
1 12 8 60 3.63676020875424
1 10 9 61 2.73382557499528
1 11 9 62 3.09301406068261
1 12 9 63 2.99584891372694
1 11 10 64 1.49110396983187
1 12 10 65 1.57592335005993
1 12 11 66 2.88934193314694
2 14 13 67 3.78687806662802
2 15 13 68 4.41423722680258
2 16 13 69 2.73893567573827
2 17 13 70 3.49158935304863
2 18 13 71 4.93417380369409
2 19 13 72 3.89753973512431
2 20 13 73 5.47536384312228
2 21 13 74 2.71696728663095
2 22 13 75 4.82952791929559
2 23 13 76 3.52182238433019
2 24 13 77 4.61585556425834
2 15 14 78 2.20241090141385
2 16 14 79 1.46825138416768
2 17 14 80 2.0068551800496
2 18 14 81 2.01312428466861
2 19 14 82 3.79941412093119
2 20 14 83 3.35948344650344
2 21 14 84 0.0399622046192036
2 22 14 85 2.77939252343071
2 23 14 86 2.23629095100342
2 24 14 87 3.24438137566997
2 16 15 88 3.39983065052303
2 17 15 89 4.94452738645811
2 18 15 90 3.56660601462761
2 19 15 91 5.08297165198196
2 20 15 92 4.85663025213859
2 21 15 93 3.30673974437378
2 22 15 94 4.40206717620926
2 23 15 95 4.95021299965662
2 24 15 96 4.97584360353558
2 17 16 97 4.0923261714462
2 18 16 98 3.30238582813455
2 19 16 99 3.17801682198894
2 20 16 100 4.28413671435637
2 21 16 101 2.24772054820275
2 22 16 102 2.32322602752136
2 23 16 103 2.19583692657034
2 24 16 104 3.99841294786929
2 18 17 105 3.73034585203302
2 19 17 106 3.67293745481548
2 20 17 107 3.60969782571574
2 21 17 108 2.0592009443724
2 22 17 109 3.8772409418456
2 23 17 110 4.4220267852028
2 24 17 111 4.47648632076036
2 19 18 112 3.61322852751351
2 20 18 113 3.33650466730561
2 21 18 114 2.45815521403408
2 22 18 115 2.38689495215808
2 23 18 116 1.659701783016
2 24 18 117 3.35133888075232
2 20 19 118 3.25333281033158
2 21 19 119 2.1283215722249
2 22 19 120 2.85423951869611
2 23 19 121 4.00436986822057
2 24 19 122 4.05705786681785
2 21 20 123 2.73624080587747
2 22 20 124 3.71900506511903
2 23 20 125 4.32372128893942
2 24 20 126 5.20813560092349
2 22 21 127 3.07505683503103
2 23 21 128 3.32876113693033
2 24 21 129 5.016196250464
2 23 22 130 3.46538811027794
2 24 22 131 3.53185258027665
2 24 23 132 4.58833706826231
3 26 25 133 2.2967262326837
3 27 25 134 2.90725789995835
3 28 25 135 2.90316908039389
3 29 25 136 3.43735357860526
3 30 25 137 2.55294291109083
3 31 25 138 1.72873604649803
3 32 25 139 2.05509755452145
3 33 25 140 3.65548712148559
3 34 25 141 2.20601528696561
3 35 25 142 2.04495189540859
3 36 25 143 2.91270434372784
3 27 26 144 3.3283107149382
3 28 26 145 2.94454097307733
3 29 26 146 3.41891817766908
3 30 26 147 3.01515961971775
3 31 26 148 4.27305471067804
3 32 26 149 3.45268048475393
3 33 26 150 3.78902330466574
3 34 26 151 2.60327378653879
3 35 26 152 2.93763996071753
3 36 26 153 1.759028115402
3 28 27 154 3.37671363794136
3 29 27 155 3.01387465751319
3 30 27 156 2.88538261680983
3 31 27 157 3.26174713303084
3 32 27 158 3.69535433762401
3 33 27 159 4.4542504202311
3 34 27 160 1.63555926690353
3 35 27 161 2.78820880417726
3 36 27 162 2.00713204048942
3 29 28 163 2.69152327724371
3 30 28 164 2.37790122599007
3 31 28 165 2.75571668546935
3 32 28 166 2.9745982293662
3 33 28 167 2.36103468125588
3 34 28 168 1.51059761893874
3 35 28 169 2.63932482015053
3 36 28 170 1.05170694041388
3 30 29 171 3.33410449495609
3 31 29 172 4.24480730534476
3 32 29 173 4.32688701456379
3 33 29 174 3.71724993985866
3 34 29 175 3.30164054467288
3 35 29 176 2.79132295348577
3 36 29 177 3.11744149785195
3 31 30 178 5.43470880785308
3 32 30 179 5.50332372603117
3 33 30 180 5.12897612687131
3 34 30 181 3.9444802401003
3 35 30 182 3.48073688161928
3 36 30 183 2.55285383660569
3 32 31 184 2.8544330170031
3 33 31 185 3.70293839599454
3 34 31 186 3.93450556733228
3 35 31 187 3.2283731412493
3 36 31 188 2.65749476927785
3 33 32 189 5.55106006048423
3 34 32 190 4.56120568662042
3 35 32 191 4.39532555911875
3 36 32 192 3.5503452780733
3 34 33 193 2.61911911022746
3 35 33 194 1.8357990380952
3 36 33 195 2.16876677216396
3 35 34 196 2.50353949200933
3 36 34 197 0.702875960301154
3 36 35 198 2.6921500390019
4 38 37 199 3.50618197588833
4 39 37 200 2.86352288763021
4 40 37 201 3.33042460270862
4 41 37 202 2.95524716683845
4 42 37 203 2.54222197971819
4 43 37 204 2.87906260170008
4 44 37 205 2.62853295132414
4 45 37 206 3.41723642373237
4 46 37 207 3.53432399420162
4 47 37 208 1.76338639982885
4 48 37 209 3.55769378918171
4 39 38 210 1.95859503632703
4 40 38 211 3.81445897550336
4 41 38 212 3.47520219660429
4 42 38 213 4.04924070732977
4 43 38 214 1.90520844932535
4 44 38 215 3.94368980430652
4 45 38 216 2.41417418309461
4 46 38 217 5.18453893496912
4 47 38 218 3.12182832850034
4 48 38 219 2.99525177385095
4 40 39 220 3.79210850667609
4 41 39 221 2.9604479374646
4 42 39 222 3.03356492555471
4 43 39 223 4.24029595122856
4 44 39 224 3.12024383676922
4 45 39 225 3.46358215137406
4 46 39 226 3.97071931324034
4 47 39 227 4.36950174804464
4 48 39 228 3.75257411767975
4 41 40 229 3.98015524383207
4 42 40 230 3.9769599999959
4 43 40 231 2.5665927218146
4 44 40 232 3.21626145573279
4 45 40 233 4.41110439902516
4 46 40 234 2.80447100806025
4 47 40 235 2.11173817993082
4 48 40 236 3.14358518681855
4 42 41 237 2.57057316929814
4 43 41 238 1.93729612241298
4 44 41 239 2.36833996646316
4 45 41 240 1.76791901742366
4 46 41 241 3.67736013515069
4 47 41 242 1.26861515035946
4 48 41 243 2.27905238649289
4 43 42 244 2.87501281687479
4 44 42 245 2.83274397652728
4 45 42 246 3.1154859725187
4 46 42 247 3.59813935716252
4 47 42 248 2.61251183796939
4 48 42 249 3.60639861878596
4 44 43 250 2.47925869256853
4 45 43 251 3.45093321229727
4 46 43 252 4.381519880513
4 47 43 253 3.55362692338599
4 48 43 254 2.75729381573335
4 45 44 255 4.27741908993725
4 46 44 256 3.38714639593474
4 47 44 257 3.3164214032619
4 48 44 258 3.10416297940955
4 46 45 259 3.0887852121566
4 47 45 260 2.42923806817554
4 48 45 261 3.57867605522567
4 47 46 262 3.13641474564784
4 48 46 263 3.07579001374663
4 48 47 264 3.19483432275883
5 50 49 265 2.19798738765655
5 51 49 266 3.50505521937279
5 52 49 267 3.00899768704294
5 53 49 268 3.38881966668582
5 54 49 269 2.04869477303913
5 55 49 270 2.14594219817801
5 56 49 271 2.96800936161134
5 57 49 272 3.25294374673395
5 58 49 273 2.95276975632919
5 59 49 274 5.18023335990151
5 60 49 275 4.38208643151124
5 51 50 276 3.90280739314195
5 52 50 277 2.50733597325495
5 53 50 278 2.79766750661479
5 54 50 279 2.80424212197554
5 55 50 280 3.95843879105378
5 56 50 281 2.96424296815514
5 57 50 282 4.14321327325663
5 58 50 283 2.56006787415353
5 59 50 284 4.46485876930647
5 60 50 285 4.04372976292657
5 52 51 286 2.52925237632576
5 53 51 287 2.46711380237948
5 54 51 288 1.74774020292452
5 55 51 289 2.89661195886907
5 56 51 290 2.66024583536981
5 57 51 291 5.0566869151548
5 58 51 292 2.15406223839616
5 59 51 293 4.6576789896704
5 60 51 294 3.37711668309124
5 53 52 295 3.9023037353566
5 54 52 296 4.13953489260653
5 55 52 297 3.41420046708394
5 56 52 298 3.03876739750798
5 57 52 299 4.90520700192971
5 58 52 300 3.83111915297945
5 59 52 301 3.75776306689048
5 60 52 302 4.00939033498287
5 54 53 303 3.93513423023664
5 55 53 304 5.20535230708729
5 56 53 305 4.95432448720835
5 57 53 306 6.02196708167541
5 58 53 307 4.6640017240133
5 59 53 308 6.67696373111257
5 60 53 309 4.44821771523202
5 55 54 310 4.0093473978135
5 56 54 311 2.51390981828366
5 57 54 312 3.86146995672401
5 58 54 313 2.97117819820403
5 59 54 314 4.9420663407426
5 60 54 315 3.368163971458
5 56 55 316 4.51149775740654
5 57 55 317 5.70976639410735
5 58 55 318 4.41266361955452
5 59 55 319 5.14379857183662
5 60 55 320 3.88458103999613
5 57 56 321 4.94676514096125
5 58 56 322 3.68155491243545
5 59 56 323 5.93670519580387
5 60 56 324 3.36789360735112
5 58 57 325 3.05754258895485
5 59 57 326 4.21611864059425
5 60 57 327 2.50181898493286
5 59 58 328 4.0047455426363
5 60 58 329 4.8832722161813
5 60 59 330 4.84011364194362
6 62 61 331 2.74503622472654
6 63 61 332 3.82898331120092
6 64 61 333 1.93481302974571
6 65 61 334 2.81449173948042
6 66 61 335 3.59700967212694
6 67 61 336 2.52158748503582
6 68 61 337 2.09880218877036
6 69 61 338 3.28235938655337
6 70 61 339 3.80241432648177
6 71 61 340 4.03985700154718
6 72 61 341 3.93409821539029
6 63 62 342 3.60310266213728
6 64 62 343 2.70422975433655
6 65 62 344 3.85687961443545
6 66 62 345 2.85578349795748
6 67 62 346 2.13706134651995
6 68 62 347 1.78453351587597
6 69 62 348 2.74103285362359
6 70 62 349 3.29345341748099
6 71 62 350 2.25290224813235
6 72 62 351 3.07084020915303
6 64 63 352 3.60443193307624
6 65 63 353 3.65338278832073
6 66 63 354 3.47096673573266
6 67 63 355 2.91564557320824
6 68 63 356 3.98081853358716
6 69 63 357 3.43880539095707
6 70 63 358 4.22316154803232
6 71 63 359 4.51425469632213
6 72 63 360 2.91402615262454
6 65 64 361 3.44783933790208
6 66 64 362 2.35037478173106
6 67 64 363 1.61200730568487
6 68 64 364 2.78777859800594
6 69 64 365 2.29951432529617
6 70 64 366 3.18504943105095
6 71 64 367 5.22395934058776
6 72 64 368 2.36312542436806
6 66 65 369 3.62609710681734
6 67 65 370 1.84843050536907
6 68 65 371 2.43711717678438
6 69 65 372 4.20924957849058
6 70 65 373 3.18259386276881
6 71 65 374 4.18616085782029
6 72 65 375 3.92353570427213
6 67 66 376 4.39172685716421
6 68 66 377 3.20322123887802
6 69 66 378 5.38433446966097
6 70 66 379 5.49109152504121
6 71 66 380 4.9899999226084
6 72 66 381 3.87987065627377
6 68 67 382 3.22980431264283
6 69 67 383 3.13550627033385
6 70 67 384 4.01229966738385
6 71 67 385 5.04212333472442
6 72 67 386 3.01775793157255
6 69 68 387 1.89180299644213
6 70 68 388 4.21231983978697
6 71 68 389 3.57495096020133
6 72 68 390 2.13287148053692
6 70 69 391 2.92704659569944
6 71 69 392 5.34701020960672
6 72 69 393 3.38787403707185
6 71 70 394 5.33485000588807
6 72 70 395 4.28548807890199
6 72 71 396 3.12656043105759
7 74 73 397 4.94315344317551
7 75 73 398 3.21281242643265
7 76 73 399 3.44022751684897
7 77 73 400 4.44455216307673
7 78 73 401 3.01225369961833
7 79 73 402 2.49694227424785
7 80 73 403 3.14402926792677
7 81 73 404 4.31962236299226
7 82 73 405 3.3798946412272
