"","perceiver.id","person_code","target.id","liking","dominant","affectionate","knowing"
"632",22,"CP06HG",64,1,3,2,1
"633",22,"CP06HG",65,3,4,3,0
"634",22,"CP06HG",66,3,3,3,0
"635",22,"CP06HG",29,4,3,4,0
"636",22,"CP06HG",40,4,3,3,0
"637",22,"CP06HG",41,3,3,3,0
"638",22,"CP06HG",27,3,4,3,0
"639",22,"CP06HG",28,3,3,2,0
"640",22,"CP06HG",7,2,4,2,1
"641",22,"CP06HG",26,3,3,3,0
"642",22,"CP06HG",4,3,3,3,0
"643",22,"CP06HG",5,3,3,3,0
"644",22,"CP06HG",6,2,2,3,0
"645",23,"NE05MN",12,4,4,4,0
"646",23,"NE05MN",37,3,1,4,0
"647",23,"NE05MN",26,3,2,4,0
"648",23,"NE05MN",27,3,5,3,0
"649",23,"NE05MN",28,4,3,4,0
"650",23,"NE05MN",13,3,4,3,0
"651",23,"NE05MN",35,3,2,4,0
"652",23,"NE05MN",36,3,2,3,0
"653",23,"NE05MN",48,3,4,2,0
"654",23,"NE05MN",39,4,3,5,0
"655",23,"NE05MN",40,3,2,3,0
"656",23,"NE05MN",7,4,4,3,0
"657",23,"NE05MN",9,3,4,3,0
"658",23,"NE05MN",10,3,2,4,0
"659",23,"NE05MN",29,4,3,4,0
"660",23,"NE05MN",64,3,4,3,0
"661",23,"NE05MN",65,4,3,4,0
"662",23,"NE05MN",15,4,2,4,0
"663",23,"NE05MN",49,3,3,3,0
"664",23,"NE05MN",50,3,4,3,0
"665",23,"NE05MN",51,4,4,4,0
"666",23,"NE05MN",4,5,3,3,0
"667",23,"NE05MN",5,4,3,3,0
"668",23,"NE05MN",6,4,4,3,0
"669",23,"NE05MN",25,3,2,4,0
"670",23,"NE05MN",44,4,4,3,0
"671",23,"NE05MN",45,3,1,3,0
"672",23,"NE05MN",63,3,3,3,0
"673",23,"NE05MN",17,4,3,3,0
"674",23,"NE05MN",46,4,3,3,0
"675",23,"NE05MN",47,3,3,3,0
"676",23,"NE05MN",66,4,4,3,0
"677",23,"NE05MN",42,3,1,4,0
"678",23,"NE05MN",18,4,3,4,0
"679",23,"NE05MN",19,3,4,2,0
"680",23,"NE05MN",41,4,2,3,0
"681",23,"NE05MN",62,3,3,3,0
"682",23,"NE05MN",43,5,2,3,0
"683",23,"NE05MN",57,3,3,3,0
"684",23,"NE05MN",61,4,3,4,0
"685",23,"NE05MN",52,4,2,4,0
"686",23,"NE05MN",53,4,4,4,0
"687",23,"NE05MN",54,3,2,4,0
"688",23,"NE05MN",24,3,2,4,0
"689",23,"NE05MN",21,3,2,3,0
"690",23,"NE05MN",22,3,1,4,0
"691",24,"JH06MZ",10,1,3,2,0
"692",24,"JH06MZ",13,4,2,4,0
"693",24,"JH06MZ",15,3,3,3,0
"694",24,"JH06MZ",27,2,4,2,0
"695",24,"JH06MZ",12,4,2,2,0
"696",24,"JH06MZ",19,1,4,1,0
"697",24,"JH06MZ",7,2,1,2,0
"698",24,"JH06MZ",17,2,4,2,0
"699",24,"JH06MZ",18,3,3,2,0
"700",24,"JH06MZ",6,4,2,1,0
"701",24,"JH06MZ",47,2,4,3,0
"702",24,"JH06MZ",9,1,4,2,0
"703",24,"JH06MZ",45,2,2,2,0
"704",24,"JH06MZ",46,1,4,2,0
"705",24,"JH06MZ",37,2,3,2,0
"706",24,"JH06MZ",29,2,2,3,0
"707",24,"JH06MZ",35,3,2,4,0
"708",24,"JH06MZ",36,3,3,4,0
"709",24,"JH06MZ",5,2,1,3,0
"710",24,"JH06MZ",63,3,3,3,0
"711",24,"JH06MZ",64,3,4,3,1
"712",24,"JH06MZ",65,2,3,3,0
"713",24,"JH06MZ",66,1,4,3,0
"714",24,"JH06MZ",50,3,4,4,0
"715",24,"JH06MZ",28,2,3,2,0
"716",24,"JH06MZ",48,3,1,3,0
"717",24,"JH06MZ",49,2,2,3,0
"718",24,"JH06MZ",22,3,2,4,0
"719",24,"JH06MZ",51,2,4,2,2
"720",24,"JH06MZ",39,3,3,4,0
"721",24,"JH06MZ",21,3,3,3,0
"722",24,"JH06MZ",40,2,1,4,0
"723",24,"JH06MZ",23,3,2,4,0
"724",24,"JH06MZ",25,2,3,3,0
"725",24,"JH06MZ",26,2,1,3,0
"726",24,"JH06MZ",44,3,3,4,0
"727",24,"JH06MZ",41,3,1,3,0
"728",24,"JH06MZ",42,1,1,3,0
"729",24,"JH06MZ",52,1,3,2,0
"730",24,"JH06MZ",61,3,2,3,1
"731",24,"JH06MZ",53,3,2,4,0
"732",24,"JH06MZ",4,4,2,2,0
"733",24,"JH06MZ",43,2,3,3,0
"734",24,"JH06MZ",54,2,4,2,0
"735",24,"JH06MZ",62,1,4,2,0
"736",24,"JH06MZ",57,3,4,3,1
"737",25,"SD11DN",57,3,2,3,0
"738",25,"SD11DN",61,3,2,3,0
"739",25,"SD11DN",62,3,1,4,0
"740",25,"SD11DN",54,3,1,4,0
"741",25,"SD11DN",15,2,4,3,0
"742",25,"SD11DN",23,3,2,3,0
"743",25,"SD11DN",24,4,1,3,0
"744",25,"SD11DN",26,4,1,4,0
"745",25,"SD11DN",21,3,1,3,0
"746",25,"SD11DN",17,4,1,4,1
"747",25,"SD11DN",18,5,1,5,0
"748",25,"SD11DN",19,1,2,3,0
"749",25,"SD11DN",46,4,1,3,0
"750",25,"SD11DN",22,3,1,4,0
"751",25,"SD11DN",44,4,2,4,0
"752",25,"SD11DN",45,4,1,3,0
"753",25,"SD11DN",13,4,0,4,0
"754",25,"SD11DN",51,3,1,4,0
"755",25,"SD11DN",52,3,1,3,0
"756",25,"SD11DN",53,4,2,4,0
"757",25,"SD11DN",40,3,2,4,0
"758",25,"SD11DN",41,3,1,3,0
"759",25,"SD11DN",63,3,1,3,0
"760",25,"SD11DN",64,3,2,3,0
"761",25,"SD11DN",65,4,2,3,0
"762",25,"SD11DN",66,4,1,3,0
"763",25,"SD11DN",47,4,2,3,0
"764",25,"SD11DN",48,3,2,3,0
"765",25,"SD11DN",49,3,1,4,0
"766",25,"SD11DN",50,4,3,4,0
"767",25,"SD11DN",12,4,3,3,0
"768",25,"SD11DN",36,3,0,3,0
"769",25,"SD11DN",37,3,1,4,0
"770",25,"SD11DN",28,3,2,4,0
"771",25,"SD11DN",39,4,1,4,0
"772",25,"SD11DN",42,4,0,3,0
"773",25,"SD11DN",43,3,1,4,0
"774",25,"SD11DN",6,4,1,4,0
"775",25,"SD11DN",4,4,3,3,0
"776",25,"SD11DN",5,4,1,4,0
"777",25,"SD11DN",27,4,0,4,0
"778",25,"SD11DN",29,3,3,4,0
"779",25,"SD11DN",35,3,1,3,0
"780",25,"SD11DN",10,3,2,3,0
"781",25,"SD11DN",7,3,3,3,0
"782",25,"SD11DN",9,3,2,3,0
"783",26,"HP07WR",47,5,4,4,0
"784",26,"HP07WR",48,4,3,3,0
"785",26,"HP07WR",37,5,5,5,0
"786",26,"HP07WR",39,5,5,5,0
"787",26,"HP07WR",45,5,4,4,0
"788",26,"HP07WR",46,5,5,5,0
"789",26,"HP07WR",42,3,0,3,0
"790",26,"HP07WR",43,5,5,5,0
"791",26,"HP07WR",44,5,5,5,0
"792",26,"HP07WR",6,4,1,4,0
"793",26,"HP07WR",7,5,5,4,0
"794",26,"HP07WR",9,5,5,4,0
"795",26,"HP07WR",10,5,5,4,0
"796",26,"HP07WR",49,5,4,5,0
"797",26,"HP07WR",50,5,5,4,0
"798",26,"HP07WR",51,4,5,4,0
"799",26,"HP07WR",52,4,1,4,0
"800",26,"HP07WR",40,5,5,5,0
"801",26,"HP07WR",41,4,3,3,0
"802",26,"HP07WR",21,4,1,4,0
"803",26,"HP07WR",22,4,4,4,0
"804",26,"HP07WR",23,5,5,4,0
"805",26,"HP07WR",24,4,2,4,0
"806",26,"HP07WR",25,5,0,5,0
"807",26,"HP07WR",27,5,5,5,0
"808",26,"HP07WR",28,3,2,3,0
"809",26,"HP07WR",29,5,4,5,0
"810",26,"HP07WR",35,5,1,5,0
"811",26,"HP07WR",36,3,2,3,0
"812",26,"HP07WR",15,5,5,5,0
"813",26,"HP07WR",17,5,4,5,0
"814",26,"HP07WR",53,5,4,5,0
"815",26,"HP07WR",54,5,2,5,0
"816",26,"HP07WR",57,5,5,5,0
"817",26,"HP07WR",4,5,4,5,3
"818",26,"HP07WR",5,5,3,5,0
"819",26,"HP07WR",63,4,5,4,0
"820",26,"HP07WR",64,5,4,4,0
"821",26,"HP07WR",65,5,5,5,0
"822",26,"HP07WR",66,3,4,3,0
"823",26,"HP07WR",12,5,3,4,0
"824",26,"HP07WR",13,5,0,5,0
"825",26,"HP07WR",18,5,4,5,0
"826",26,"HP07WR",19,5,5,3,0
"827",26,"HP07WR",61,5,5,5,0
"828",26,"HP07WR",62,4,4,4,0
"829",27,"AV01GZ",29,3,1,5,0
"830",27,"AV01GZ",35,2,1,2,0
"831",27,"AV01GZ",36,1,5,0,0
"832",27,"AV01GZ",50,4,5,3,0
"833",27,"AV01GZ",28,2,5,2,0
"834",27,"AV01GZ",48,3,1,4,0
"835",27,"AV01GZ",49,4,2,4,0
"836",27,"AV01GZ",41,3,0,4,0
"837",27,"AV01GZ",37,1,5,3,0
"838",27,"AV01GZ",39,4,3,3,0
"839",27,"AV01GZ",40,4,4,4,0
"840",27,"AV01GZ",45,3,3,3,0
"841",27,"AV01GZ",46,3,1,4,0
"842",27,"AV01GZ",47,5,3,5,0
"843",27,"AV01GZ",10,4,5,4,0
"844",27,"AV01GZ",12,3,3,3,0
"845",27,"AV01GZ",13,5,2,5,0
"846",27,"AV01GZ",15,3,5,2,0
"847",27,"AV01GZ",17,5,3,5,0
"848",27,"AV01GZ",18,4,4,4,0
"849",27,"AV01GZ",19,2,4,1,0
"850",27,"AV01GZ",42,4,1,3,0
"851",27,"AV01GZ",43,4,3,4,0
"852",27,"AV01GZ",44,5,5,4,0
"853",27,"AV01GZ",24,1,4,1,0
"854",27,"AV01GZ",25,3,2,5,0
"855",27,"AV01GZ",26,4,1,3,0
"856",27,"AV01GZ",7,4,5,4,0
"857",27,"AV01GZ",9,2,5,2,0
"858",27,"AV01GZ",65,5,4,4,0
"859",27,"AV01GZ",66,4,4,4,0
"860",27,"AV01GZ",51,3,5,3,0
"861",27,"AV01GZ",52,3,5,2,0
"862",27,"AV01GZ",53,5,2,5,0
"863",27,"AV01GZ",21,2,3,2,0
"864",27,"AV01GZ",22,3,0,4,0
"865",27,"AV01GZ",23,4,4,4,0
"866",27,"AV01GZ",4,4,5,2,0
"867",27,"AV01GZ",5,5,2,4,0
"868",27,"AV01GZ",6,3,5,3,0
"869",27,"AV01GZ",62,1,4,3,0
"870",27,"AV01GZ",63,2,4,2,0
"871",27,"AV01GZ",64,2,4,3,0
"872",27,"AV01GZ",57,4,4,4,0
"873",27,"AV01GZ",61,2,3,2,0
"874",27,"AV01GZ",54,3,0,3,1
"875",28,"ES08NB",51,2,5,2,1
"876",28,"ES08NB",52,4,3,3,1
"877",28,"ES08NB",54,3,2,3,0
"878",28,"ES08NB",57,4,4,3,1
"879",28,"ES08NB",61,4,2,3,2
"880",28,"ES08NB",53,3,3,3,0
"881",28,"ES08NB",64,4,4,3,1
"882",28,"ES08NB",65,5,4,3,2
"883",28,"ES08NB",66,4,3,4,0
"884",28,"ES08NB",39,5,4,5,2
"885",28,"ES08NB",50,5,4,5,1
"886",28,"ES08NB",49,5,3,4,2
"887",28,"ES08NB",12,4,3,4,0
"888",28,"ES08NB",13,4,2,4,0
"889",28,"ES08NB",15,5,3,4,0
"890",28,"ES08NB",40,4,3,4,2
"891",28,"ES08NB",41,3,4,3,0
"892",28,"ES08NB",62,4,3,3,0
"893",28,"ES08NB",63,3,2,3,0
"894",28,"ES08NB",4,4,3,3,0
"895",28,"ES08NB",5,4,3,4,0
"896",28,"ES08NB",6,5,4,4,2
"897",28,"ES08NB",7,5,4,5,0
"898",28,"ES08NB",9,4,4,3,2
"899",28,"ES08NB",10,5,4,5,0
"900",28,"ES08NB",29,5,3,5,1
"901",28,"ES08NB",35,3,2,3,0
"902",28,"ES08NB",36,3,3,4,0
"903",28,"ES08NB",37,4,3,3,0
"904",28,"ES08NB",17,4,3,3,0
"905",28,"ES08NB",18,4,3,4,0
"906",28,"ES08NB",42,3,2,4,0
"907",28,"ES08NB",22,4,3,4,0
"908",28,"ES08NB",23,5,3,4,0
"909",28,"ES08NB",24,4,4,3,0
"910",28,"ES08NB",25,3,2,3,0
"911",28,"ES08NB",26,4,3,3,0
"912",28,"ES08NB",27,4,5,4,0
"913",28,"ES08NB",44,4,4,3,0
"914",28,"ES08NB",45,4,3,3,1
"915",28,"ES08NB",19,2,5,2,0
"916",28,"ES08NB",43,4,3,3,1
"917",28,"ES08NB",48,4,2,3,0
"918",28,"ES08NB",46,5,3,5,2
"919",28,"ES08NB",47,4,4,3,2
"920",28,"ES08NB",21,3,2,4,0
"921",29,"EW08CD",45,3,1,3,0
"922",29,"EW08CD",46,4,2,4,0
"923",29,"EW08CD",49,3,2,4,0
"924",29,"EW08CD",50,4,3,4,3
"925",29,"EW08CD",53,3,3,4,0
"926",29,"EW08CD",54,3,1,4,0
"927",29,"EW08CD",57,2,3,2,0
"928",29,"EW08CD",61,4,3,4,3
"929",29,"EW08CD",62,1,3,2,1
"930",29,"EW08CD",63,2,0,4,0
"931",29,"EW08CD",64,3,3,2,0
"932",29,"EW08CD",47,3,3,2,3
"933",29,"EW08CD",48,1,3,0,0
"934",29,"EW08CD",28,3,3,4,0
"935",29,"EW08CD",35,2,2,3,0
"936",29,"EW08CD",51,3,4,3,1
"937",29,"EW08CD",52,4,5,3,0
"938",29,"EW08CD",39,4,3,4,0
"939",29,"EW08CD",40,4,1,4,3
"940",29,"EW08CD",41,2,2,2,0
"941",29,"EW08CD",42,0,0,1,0
"942",29,"EW08CD",43,4,0,4,0
"943",29,"EW08CD",44,3,4,3,0
"944",29,"EW08CD",5,4,2,4,0
"945",29,"EW08CD",6,5,1,4,1
"946",29,"EW08CD",7,2,4,3,0
"947",29,"EW08CD",9,2,3,3,0
"948",29,"EW08CD",10,2,4,4,0
"949",29,"EW08CD",36,3,4,2,0
"950",29,"EW08CD",37,3,2,4,0
"951",29,"EW08CD",17,3,4,3,0
"952",29,"EW08CD",18,2,2,4,0
"953",29,"EW08CD",19,0,4,2,0
"954",29,"EW08CD",21,3,1,3,0
"955",29,"EW08CD",22,2,2,4,0
"956",29,"EW08CD",4,3,4,2,0
"957",29,"EW08CD",24,2,1,2,0
"958",29,"EW08CD",25,1,0,1,0
"959",29,"EW08CD",26,3,1,4,0
"960",29,"EW08CD",27,4,3,2,0
"961",29,"EW08CD",65,4,3,4,0
"962",29,"EW08CD",66,3,4,3,0
"963",29,"EW08CD",12,4,1,3,0
"964",29,"EW08CD",13,3,0,3,0
"965",29,"EW08CD",15,4,3,4,0
"966",29,"EW08CD",23,3,3,4,0
"967",35,"AW07RB",12,4,3,4,0
"968",35,"AW07RB",13,4,2,4,0
"969",35,"AW07RB",15,4,3,4,0
"970",35,"AW07RB",17,3,3,3,0
"971",35,"AW07RB",18,3,4,3,0
"972",35,"AW07RB",19,3,4,3,0
"973",35,"AW07RB",21,3,3,4,0
"974",35,"AW07RB",22,4,3,4,0
"975",35,"AW07RB",23,4,3,4,0
"976",35,"AW07RB",24,3,3,3,0
"977",35,"AW07RB",25,3,2,4,0
"978",35,"AW07RB",26,4,3,4,0
"979",35,"AW07RB",27,3,4,3,0
"980",35,"AW07RB",28,4,3,3,0
"981",35,"AW07RB",29,4,3,4,0
"982",35,"AW07RB",36,4,3,4,0
"983",35,"AW07RB",37,4,4,4,0
"984",35,"AW07RB",39,4,3,4,0
"985",35,"AW07RB",40,4,3,4,0
"986",35,"AW07RB",41,4,3,3,0
"987",35,"AW07RB",42,3,3,3,0
"988",35,"AW07RB",43,4,4,3,0
"989",35,"AW07RB",44,3,4,3,0
"990",35,"AW07RB",45,4,3,3,0
"991",35,"AW07RB",46,3,4,3,0
"992",35,"AW07RB",47,3,4,3,0
"993",35,"AW07RB",48,4,3,4,0
"994",35,"AW07RB",49,3,3,3,0
"995",35,"AW07RB",50,3,4,3,0
"996",35,"AW07RB",51,4,3,3,0
"997",35,"AW07RB",52,4,4,4,0
"998",35,"AW07RB",53,4,2,4,0
"999",35,"AW07RB",54,3,2,3,0
"1000",35,"AW07RB",57,4,3,3,0
"1001",35,"AW07RB",4,4,3,4,0
"1002",35,"AW07RB",5,4,2,4,0
"1003",35,"AW07RB",6,4,3,4,0
"1004",35,"AW07RB",7,4,4,4,0
"1005",35,"AW07RB",9,3,4,3,0
"1006",35,"AW07RB",10,4,4,4,0
"1007",35,"AW07RB",66,3,4,3,0
"1008",35,"AW07RB",62,4,4,4,0
"1009",35,"AW07RB",63,4,3,4,0
"1010",35,"AW07RB",64,3,4,3,0
"1011",35,"AW07RB",61,4,3,3,0
"1012",35,"AW07RB",65,3,4,4,0
"1013",36,"CR08PS",7,4,4,3,0
"1014",36,"CR08PS",9,3,4,2,0
"1015",36,"CR08PS",10,4,3,4,0
"1016",36,"CR08PS",39,4,4,4,0
"1017",36,"CR08PS",40,3,4,3,0
"1018",36,"CR08PS",41,3,3,3,0
"1019",36,"CR08PS",42,3,2,3,0
"1020",36,"CR08PS",43,4,3,4,0
"1021",36,"CR08PS",44,4,4,4,0
"1022",36,"CR08PS",45,4,3,4,0
"1023",36,"CR08PS",46,4,3,4,0
"1024",36,"CR08PS",47,5,4,5,0
"1025",36,"CR08PS",48,3,2,2,0
"1026",36,"CR08PS",49,4,3,3,0
"1027",36,"CR08PS",50,4,3,4,0
"1028",36,"CR08PS",51,4,4,3,0
"1029",36,"CR08PS",52,5,4,5,0
"1030",36,"CR08PS",53,4,3,4,0
"1031",36,"CR08PS",54,4,2,5,0
"1032",36,"CR08PS",57,3,5,3,0
"1033",36,"CR08PS",4,5,4,4,0
"1034",36,"CR08PS",5,4,2,4,0
"1035",36,"CR08PS",6,5,2,4,0
"1036",36,"CR08PS",64,4,4,4,0
"1037",36,"CR08PS",65,4,5,4,0
"1038",36,"CR08PS",66,3,4,3,0
"1039",36,"CR08PS",12,5,3,4,0
"1040",36,"CR08PS",13,4,1,4,0
"1041",36,"CR08PS",15,4,1,4,0
"1042",36,"CR08PS",17,5,5,4,0
"1043",36,"CR08PS",18,5,5,4,0
"1044",36,"CR08PS",19,4,5,3,0
"1045",36,"CR08PS",21,3,1,3,0
"1046",36,"CR08PS",22,3,3,3,0
"1047",36,"CR08PS",23,5,3,4,0
"1048",36,"CR08PS",24,3,1,3,0
"1049",36,"CR08PS",25,3,1,3,0
"1050",36,"CR08PS",26,4,3,4,0
"1051",36,"CR08PS",27,4,4,4,0
"1052",36,"CR08PS",28,4,3,4,0
"1053",36,"CR08PS",29,4,3,3,0
"1054",36,"CR08PS",35,4,3,4,0
"1055",36,"CR08PS",37,4,3,4,0
"1056",36,"CR08PS",61,4,4,4,0
"1057",36,"CR08PS",62,4,5,3,0
"1058",36,"CR08PS",63,3,2,3,0
"1059",37,"MP09LU",65,2,2,3,0
"1060",37,"MP09LU",62,2,2,3,0
"1061",37,"MP09LU",63,2,1,3,0
"1062",37,"MP09LU",64,3,4,2,0
"1063",37,"MP09LU",51,3,2,3,0
"1064",37,"MP09LU",66,3,3,3,0
"1065",37,"MP09LU",49,2,1,4,0
"1066",37,"MP09LU",50,3,3,2,0
"1067",37,"MP09LU",21,3,3,3,0
"1068",37,"MP09LU",22,2,2,3,0
"1069",37,"MP09LU",23,3,4,3,0
"1070",37,"MP09LU",24,3,3,2,0
"1071",37,"MP09LU",25,2,1,2,0
"1072",37,"MP09LU",26,3,2,3,0
"1073",37,"MP09LU",27,3,2,4,0
"1074",37,"MP09LU",28,3,4,3,0
"1075",37,"MP09LU",29,4,2,4,0
"1076",37,"MP09LU",35,3,0,4,0
"1077",37,"MP09LU",36,4,2,4,0
"1078",37,"MP09LU",39,3,3,4,0
"1079",37,"MP09LU",40,3,2,4,0
"1080",37,"MP09LU",41,3,2,2,0
"1081",37,"MP09LU",42,2,2,2,0
"1082",37,"MP09LU",43,3,2,4,0
"1083",37,"MP09LU",44,3,3,3,0
"1084",37,"MP09LU",45,2,2,2,0
"1085",37,"MP09LU",46,2,3,3,0
"1086",37,"MP09LU",47,3,2,3,0
"1087",37,"MP09LU",48,3,1,3,0
"1088",37,"MP09LU",10,2,2,4,0
"1089",37,"MP09LU",12,3,4,5,0
"1090",37,"MP09LU",13,4,2,4,0
"1091",37,"MP09LU",52,2,2,3,0
"1092",37,"MP09LU",53,2,2,3,0
"1093",37,"MP09LU",54,2,1,3,0
"1094",37,"MP09LU",57,2,3,2,0
"1095",37,"MP09LU",61,5,2,5,0
"1096",37,"MP09LU",4,5,4,5,0
"1097",37,"MP09LU",5,4,1,4,0
"1098",37,"MP09LU",6,4,3,4,0
"1099",37,"MP09LU",7,5,4,4,1
"1100",37,"MP09LU",9,3,4,3,0
"1101",37,"MP09LU",17,3,3,3,0
"1102",37,"MP09LU",18,3,2,4,0
"1103",37,"MP09LU",19,1,4,2,0
"1104",37,"MP09LU",15,4,2,4,0
"1105",39,"GG08IT",47,5,3,5,2
"1106",39,"GG08IT",50,4,4,4,1
"1107",39,"GG08IT",51,3,4,2,2
"1108",39,"GG08IT",48,4,1,4,0
"1109",39,"GG08IT",49,3,1,4,2
"1110",39,"GG08IT",45,3,3,4,0
"1111",39,"GG08IT",46,3,2,4,2
"1112",39,"GG08IT",65,4,5,2,1
"1113",39,"GG08IT",66,4,2,4,0
"1114",39,"GG08IT",9,5,2,4,1
"1115",39,"GG08IT",10,4,3,3,1
"1116",39,"GG08IT",12,3,4,3,0
"1117",39,"GG08IT",13,4,0,4,0
"1118",39,"GG08IT",44,5,3,3,0
"1119",39,"GG08IT",63,2,2,2,0
"1120",39,"GG08IT",64,2,3,3,0
"1121",39,"GG08IT",25,2,1,3,0
"1122",39,"GG08IT",26,4,1,4,0
"1123",39,"GG08IT",27,4,4,3,0
"1124",39,"GG08IT",28,3,4,3,0
"1125",39,"GG08IT",29,5,2,5,1
"1126",39,"GG08IT",35,2,4,2,1
"1127",39,"GG08IT",36,4,1,4,0
"1128",39,"GG08IT",37,5,2,4,0
"1129",39,"GG08IT",40,5,4,4,1
"1130",39,"GG08IT",41,3,1,4,0
"1131",39,"GG08IT",42,4,1,4,0
"1132",39,"GG08IT",43,4,1,3,0
"1133",39,"GG08IT",4,3,4,3,0
"1134",39,"GG08IT",5,4,3,3,0
"1135",39,"GG08IT",6,4,5,2,1
"1136",39,"GG08IT",7,5,4,4,0
"1137",39,"GG08IT",53,3,3,3,0
"1138",39,"GG08IT",54,3,1,3,0
"1139",39,"GG08IT",57,3,4,2,0
"1140",39,"GG08IT",52,4,5,2,2
"1141",39,"GG08IT",62,3,5,4,0
"1142",39,"GG08IT",22,4,1,5,0
"1143",39,"GG08IT",23,5,4,3,0
"1144",39,"GG08IT",61,4,4,4,1
"1145",39,"GG08IT",19,3,4,2,0
"1146",39,"GG08IT",15,4,2,3,0
"1147",39,"GG08IT",17,4,3,2,0
"1148",39,"GG08IT",24,5,2,4,0
"1149",39,"GG08IT",21,3,2,4,0
"1150",39,"GG08IT",18,5,3,4,0
"1151",40,"NL07ET",15,3,4,3,0
"1152",40,"NL07ET",17,2,3,3,0
"1153",40,"NL07ET",18,4,3,4,0
"1154",40,"NL07ET",19,1,4,2,0
"1155",40,"NL07ET",21,3,3,3,0
"1156",40,"NL07ET",4,4,4,3,0
"1157",40,"NL07ET",5,4,2,4,0
"1158",40,"NL07ET",6,3,4,4,2
"1159",40,"NL07ET",7,5,3,4,0
"1160",40,"NL07ET",9,3,4,3,2
"1161",40,"NL07ET",10,4,3,3,0
"1162",40,"NL07ET",12,5,2,4,0
"1163",40,"NL07ET",13,4,2,4,0
"1164",40,"NL07ET",29,4,3,3,3
"1165",40,"NL07ET",35,3,3,4,0
"1166",40,"NL07ET",36,3,3,4,0
"1167",40,"NL07ET",37,3,3,4,0
"1168",40,"NL07ET",39,4,3,4,1
"1169",40,"NL07ET",41,3,2,4,0
"1170",40,"NL07ET",42,4,2,4,0
"1171",40,"NL07ET",43,4,3,4,0
"1172",40,"NL07ET",44,3,4,2,0
"1173",40,"NL07ET",45,4,2,5,0
"1174",40,"NL07ET",46,4,3,4,0
"1175",40,"NL07ET",47,3,4,3,3
"1176",40,"NL07ET",48,4,1,4,0
"1177",40,"NL07ET",49,4,3,3,0
"1178",40,"NL07ET",50,5,3,4,3
"1179",40,"NL07ET",51,1,4,2,2
"1180",40,"NL07ET",52,2,3,3,2
"1181",40,"NL07ET",53,4,3,4,0
"1182",40,"NL07ET",54,3,2,5,0
"1183",40,"NL07ET",57,4,1,4,0
"1184",40,"NL07ET",61,4,4,4,3
"1185",40,"NL07ET",62,3,3,4,0
"1186",40,"NL07ET",63,4,2,4,0
"1187",40,"NL07ET",64,3,4,3,0
"1188",40,"NL07ET",65,4,3,3,1
"1189",40,"NL07ET",66,3,4,4,0
"1190",40,"NL07ET",28,4,3,4,2
"1191",40,"NL07ET",24,3,3,4,0
"1192",40,"NL07ET",25,2,0,3,0
"1193",40,"NL07ET",22,4,1,3,0
"1194",40,"NL07ET",23,4,2,4,0
"1195",40,"NL07ET",26,3,3,4,0
"1196",40,"NL07ET",27,3,4,3,0
"1197",41,"TV05CS",66,2,5,0,0
"1198",41,"TV05CS",50,5,4,3,0
"1199",41,"TV05CS",9,1,0,2,0
"1200",41,"TV05CS",12,5,3,4,0
"1201",41,"TV05CS",13,4,2,5,0
"1202",41,"TV05CS",15,4,3,3,0
"1203",41,"TV05CS",10,2,3,2,0
"1204",41,"TV05CS",21,0,2,2,0
"1205",41,"TV05CS",22,3,2,4,0
"1206",41,"TV05CS",23,2,3,3,0
"1207",41,"TV05CS",24,2,2,3,0
"1208",41,"TV05CS",25,1,0,1,0
"1209",41,"TV05CS",26,3,2,4,0
"1210",41,"TV05CS",27,3,4,3,0
"1211",41,"TV05CS",28,0,3,2,0
"1212",41,"TV05CS",29,2,1,4,0
"1213",41,"TV05CS",35,2,1,4,0
"1214",41,"TV05CS",36,3,1,3,0
"1215",41,"TV05CS",37,5,2,4,0
"1216",41,"TV05CS",39,2,1,4,0
"1217",41,"TV05CS",40,3,2,4,0
"1218",41,"TV05CS",42,3,1,3,0
"1219",41,"TV05CS",43,2,4,3,0
"1220",41,"TV05CS",44,3,5,3,0
"1221",41,"TV05CS",45,1,5,4,0
"1222",41,"TV05CS",46,5,3,3,0
"1223",41,"TV05CS",47,5,3,4,0
"1224",41,"TV05CS",48,1,2,3,0
"1225",41,"TV05CS",49,4,2,4,0
"1226",41,"TV05CS",51,3,1,3,0
"1227",41,"TV05CS",52,4,4,4,0
"1228",41,"TV05CS",53,5,5,5,0
"1229",41,"TV05CS",54,3,1,5,0
"1230",41,"TV05CS",57,1,3,0,0
"1231",41,"TV05CS",61,5,4,5,0
"1232",41,"TV05CS",62,4,5,5,0
"1233",41,"TV05CS",63,3,2,4,0
"1234",41,"TV05CS",64,4,5,5,0
"1235",41,"TV05CS",65,4,4,3,0
"1236",41,"TV05CS",4,3,2,2,0
"1237",41,"TV05CS",5,4,4,3,0
"1238",41,"TV05CS",6,5,2,4,0
"1239",41,"TV05CS",7,3,1,4,0
"1240",41,"TV05CS",18,5,5,4,0
"1241",41,"TV05CS",19,1,1,2,0
"1242",41,"TV05CS",17,2,2,2,0
"1243",42,"SN01HE",62,1,4,2,0
"1244",42,"SN01HE",66,2,3,3,0
"1245",42,"SN01HE",63,3,3,3,0
"1246",42,"SN01HE",64,3,3,4,1
"1247",42,"SN01HE",65,4,3,4,0
"1248",42,"SN01HE",21,3,2,3,0
"1249",42,"SN01HE",22,3,1,4,0
"1250",42,"SN01HE",23,4,3,3,0
