"Group" "Actor" "Partner" "Dyad" "calm" "sociable" "like" "careful" "relaxed" "talkative" "responsible" "sex" "age"
24 1 5 4 2 4 5 6 2 3 5 2 20
24 2 1 1 6 6 7 4 7 6 3 1 18
24 2 3 5 1 2 7 4 1 1 7 1 18
24 2 4 6 3 3 6 7 3 4 7 1 18
24 2 5 7 4 4 7 4 3 5 4 1 18
24 3 1 2 7 6 6 6 5 4 7 1 18
24 3 2 5 7 7 6 6 6 6 7 1 18
24 3 4 8 7 7 6 6 6 7 7 1 18
24 3 5 9 7 6 6 6 5 4 7 1 18
24 4 1 3 6 6 6 5 6 5 6 1 18
24 4 2 6 2 7 6 6 1 6 5 1 18
24 4 3 8 3 6 5 7 1 5 5 1 18
24 4 5 10 6 5 5 6 5 4 7 1 18
24 5 1 4 6 4 5 5 5 4 6 2 21
24 5 2 7 4 5 4 6 5 5 5 2 21
24 5 3 9 4 3 6 5 6 3 6 2 21
24 5 4 10 6 5 6 6 6 6 6 2 21
25 1 2 1 3 4 5 6 3 3 5 1 18
25 1 3 2 6 5 4 5 6 5 6 1 18
25 1 4 3 5 6 5 6 5 4 6 1 18
25 1 5 4 6 5 4 5 6 5 7 1 18
25 2 1 1 4 4 5 5 5 4 5 1 18
25 2 3 5 6 6 5 5 7 6 6 1 18
25 2 4 6 5 4 5 4 5 4 4 1 18
25 2 5 7 5 5 5 5 5 5 5 1 18
25 3 1 2 3 3 3 3 2 3 3 2 20
25 3 2 5 5 4 4 4 3 3 4 2 20
25 3 4 8 4 3 3 3 3 3 3 2 20
25 3 5 9 5 5 5 5 5 5 5 2 20
25 4 1 3 3 5 5 6 3 3 6 2 35
25 4 2 6 4 5 5 5 5 3 6 2 35
25 4 3 8 5 5 5 5 5 3 4 2 35
25 4 5 10 6 6 6 5 5 5 5 2 35
25 5 1 4 2 2 4 6 2 2 2 2 18
25 5 2 7 1 5 3 6 3 4 4 2 18
25 5 3 9 6 5 3 3 6 6 2 2 18
25 5 4 10 2 1 2 6 2 1 1 2 18
26 1 2 1 4 6 3 5 2 5 6 2 19
26 1 3 2 3 4 4 5 3 4 5 2 19
26 1 4 3 5 4 6 4 5 5 4 2 19
26 1 5 4 2 3 6 4 5 3 5 2 19
26 1 6 5 5 5 5 3 5 2 5 2 19
26 2 1 1 5 2 4 4 3 2 4 1 19
26 2 3 6 5 3 4 6 6 6 6 1 19
26 2 4 7 6 2 5 7 5 5 7 1 19
26 2 5 8 6 5 4 6 2 4 6 1 19
26 2 6 9 7 6 6 4 6 7 5 1 19
26 3 1 2 3 3 5 6 3 2 7 1 18
26 3 2 6 5 4 2 7 5 3 7 1 18
26 3 4 10 3 3 6 5 5 5 7 1 18
26 3 5 11 4 5 6 6 4 5 7 1 18
26 3 6 12 7 7 5 2 7 7 5 1 18
26 4 1 3 4 4 5 5 4 3 5 1 19
26 4 2 7 7 7 1 6 7 7 7 1 19
26 4 3 10 6 6 3 6 5 6 5 1 19
26 4 5 13 3 5 7 5 5 5 6 1 19
26 4 6 14 7 7 6 5 7 7 5 1 19
26 5 1 4 5 3 4 5 2 2 6 1 18
26 5 2 8 6 4 4 5 6 5 6 1 18
26 5 3 11 4 2 3 6 3 2 6 1 18
26 5 4 13 5 4 5 5 5 4 6 1 18
26 5 6 15 6 6 5 4 5 5 4 1 18
26 6 1 5 3 5 6 5 5 4 5 1 18
26 6 2 9 7 7 7 5 7 7 7 1 18
26 6 3 12 3 4 6 6 2 5 7 1 18
26 6 4 14 5 6 6 5 5 6 7 1 18
26 6 5 15 6 6 7 5 6 7 7 1 18
27 1 2 1 6 6 4 4 6 5 7 2 22
27 1 3 2 2 3 4 4 3 3 3 2 22
27 1 4 3 4 5 4 6 4 4 7 2 22
27 1 5 4 2 2 4 4 2 2 4 2 22
27 1 6 5 3 3 3 2 4 4 1 2 22
27 2 1 1 6 5 5 4 5 3 5 2 18
27 2 3 6 4 3 6 6 4 1 6 2 18
27 2 4 7 7 7 6 6 5 5 6 2 18
27 2 5 8 7 4 6 5 4 1 2 2 18
27 2 6 9 7 7 7 6 7 6 6 2 18
27 3 1 2 6 4 5 6 4 4 5 1 18
27 3 2 6 6 5 4 6 5 5 5 1 18
27 3 4 10 6 6 5 4 5 5 6 1 18
27 3 5 11 4 4 4 4 5 3 4 1 18
27 3 6 12 4 6 5 4 4 6 4 1 18
27 4 1 3 2 3 4 4 3 2 4 2 17
27 4 2 7 5 6 4 4 5 5 4 2 17
27 4 3 10 4 5 4 5 4 3 5 2 17
27 4 5 13 3 5 4 6 3 4 3 2 17
27 4 6 14 5 5 4 1 5 4 3 2 17
27 5 1 4 6 4 4 4 5 4 4 2 19
27 5 2 8 6 6 5 4 6 6 5 2 19
27 5 3 11 5 4 6 5 5 4 5 2 19
27 5 4 13 4 4 4 5 5 5 4 2 19
27 5 6 15 5 5 5 4 6 6 4 2 19
27 6 1 5 2 5 5 4 3 3 5 2 18
27 6 2 9 6 6 6 6 6 5 6 2 18
27 6 3 12 5 4 5 6 5 4 6 2 18
27 6 4 14 5 6 5 5 5 6 6 2 18
27 6 5 15 0 2 5 6 3 3 5 2 18
28 1 2 1 4 6 6 3 5 4 6 2 19
28 1 3 2 5 6 3 6 6 5 2 2 19
28 1 4 3 2 6 2 6 7 7 3 2 19
28 1 5 4 5 5 5 6 3 3 3 2 19
28 1 6 5 6 2 4 6 6 2 6 2 19
28 2 1 1 7 4 4 5 6 4 5 0 0
28 2 3 6 7 6 5 4 7 6 4 0 0
28 2 4 7 7 5 5 6 7 6 6 0 0
28 2 5 8 6 3 5 6 5 3 6 0 0
28 2 6 9 6 2 5 3 7 1 4 0 0
28 3 1 2 5 3 4 5 5 1 6 2 18
28 3 2 6 4 5 4 4 6 2 5 2 18
28 3 4 10 2 2 4 3 3 7 3 2 18
28 3 5 11 3 6 4 4 6 2 7 2 18
28 3 6 12 6 7 4 6 7 4 7 2 18
28 4 1 3 5 4 3 4 4 2 5 2 21
28 4 2 7 4 4 5 3 5 3 4 2 21
28 4 3 10 4 5 4 4 2 1 4 2 21
28 4 5 13 4 4 4 4 2 2 5 2 21
28 4 6 14 6 2 5 5 6 1 4 2 21
28 5 1 4 6 4 4 4 6 3 4 1 18
28 5 2 8 4 3 4 5 4 2 3 1 18
28 5 3 11 4 5 5 4 4 2 3 1 18
28 5 4 13 1 7 3 3 3 7 7 1 18
28 5 6 15 6 3 4 3 3 3 4 1 18
28 6 1 5 6 3 4 7 3 2 7 2 18
28 6 2 9 6 7 7 1 7 4 3 2 18
28 6 3 12 2 6 6 4 5 7 6 2 18
28 6 4 14 4 7 2 6 6 6 7 2 18
28 6 5 15 5 4 6 5 4 6 6 2 18
29 1 2 1 6 6 6 7 7 5 6 2 18
29 1 3 2 6 7 6 6 7 6 5 2 18
29 1 4 3 6 7 6 6 7 6 6 2 18
29 1 5 4 6 7 6 6 7 6 6 2 18
29 1 6 5 6 6 6 6 6 6 6 2 18
29 2 1 1 3 4 5 4 6 4 5 2 19
29 2 3 6 6 6 5 4 5 5 6 2 19
29 2 4 7 3 5 4 4 3 4 5 2 19
29 2 5 8 4 6 4 3 5 6 4 2 19
29 2 6 9 4 5 5 3 3 5 5 2 19
29 3 1 2 2 2 5 7 2 3 6 1 17
29 3 2 6 3 4 4 5 3 3 7 1 17
29 3 4 10 4 3 6 6 4 3 7 1 17
29 3 5 11 5 5 5 5 7 5 6 1 17
29 3 6 12 6 7 6 6 7 5 6 1 17
29 4 1 3 7 3 6 4 6 4 3 1 19
29 4 2 7 4 3 4 7 3 3 7 1 19
29 4 3 10 6 7 7 7 6 6 6 1 19
29 4 5 13 5 5 4 6 4 5 6 1 19
29 4 6 14 6 6 6 6 5 5 6 1 19
29 5 1 4 3 4 5 3 2 3 4 1 19
29 5 2 8 4 4 5 6 5 4 7 1 19
29 5 3 11 4 6 6 4 6 5 5 1 19
29 5 4 13 6 6 6 6 6 6 7 1 19
29 5 6 15 3 3 6 4 2 3 5 1 19
29 6 1 5 1 2 5 4 1 2 5 2 18
29 6 2 9 6 5 5 6 5 3 6 2 18
29 6 3 12 5 6 6 5 3 4 5 2 18
29 6 4 14 5 6 6 6 4 5 7 2 18
29 6 5 15 4 5 5 5 3 4 5 2 18
30 1 2 1 4 4 5 6 4 5 5 0 0
30 1 3 2 2 6 5 5 3 7 6 0 0
30 1 4 3 3 4 5 6 3 4 7 0 0
30 1 5 4 5 3 5 7 4 4 5 0 0
30 1 6 5 5 4 5 6 5 5 5 0 0
30 2 1 1 5 3 5 6 4 4 6 1 20
30 2 3 6 6 6 7 6 7 6 5 1 20
30 2 4 7 3 4 6 7 3 6 7 1 20
30 2 5 8 4 3 6 4 4 4 5 1 20
30 2 6 9 7 4 7 6 7 3 7 1 20
30 3 1 2 6 5 6 6 5 5 6 1 21
30 3 2 6 7 5 6 6 4 3 6 1 21
30 3 4 10 5 3 6 6 3 2 6 1 21
30 3 5 11 7 4 6 5 4 4 4 1 21
30 3 6 12 6 2 6 3 2 5 2 1 21
30 4 1 3 2 4 4 5 2 2 6 1 19
30 4 2 7 3 4 5 5 3 5 4 1 19
30 4 3 10 5 6 5 5 6 7 5 1 19
30 4 5 13 4 5 5 5 6 5 5 1 19
30 4 6 14 5 4 5 6 3 3 6 1 19
30 5 1 4 6 5 5 4 6 3 4 2 20
30 5 2 8 4 4 6 3 3 4 4 2 20
30 5 3 11 3 5 5 4 5 5 5 2 20
30 5 4 13 4 4 4 4 4 4 5 2 20
30 5 6 15 6 3 4 4 5 2 4 2 20
30 6 1 5 4 3 5 5 2 2 5 2 18
30 6 2 9 3 5 6 5 2 4 5 2 18
30 6 3 12 3 3 5 5 2 3 5 2 18
30 6 4 14 3 3 5 4 2 3 4 2 18
30 6 5 15 5 4 5 4 4 4 5 2 18
